,_id,name,date,content,reply
385,650a5b5a392d568ecf19fcc0,Google 사용자,2020년 4월 26일,전부 시설이용하려면 전화문의해야하네 빌릴수가없어,"안녕하세요! 고객님 니짐내짐입니다. 아직은 서울, 경기 지역을 중심으로 사용 가능해서, 주변에 제휴 시설이 없는 경우 시설에 대한 위치와 전화연결 기능만 제공하고 있습니다. 편하게 이용하실 수 있도록 빠르게 제휴 시설을 늘려가도록 하겠습니다. 감사합니다~"
386,650a5b5a392d568ecf19fcc1,하대헌,2021년 10월 25일,로그인도안되고 시스템자체가 되게허접하네요,안녕하세요. 25일 전국적으로 인터넷이 일정 시간 안되는 상황이 발생하여 일어난 오류인 듯 합니다. 다시 시도해주시고 안되면 고객센터로 문의주시면 감사하겠습니다.
387,650a5b5a392d568ecf19fcc2,라균,2021년 5월 27일,사용자가 많은 곳에서 사용한다면 이득많이 보는거 같아요 오늘 못갈거 같을때 빌려주면 포인트 쌓고 그걸로 또 회원권 구매시 사용해서 돈좀 절약하고 있어요 ㅎㅎ,안녕하세요? 니짐내짐입니다◍•ᴗ•◍ 저희 서비스를 통해서 포인트 적립을 통해 이득을 많이 보셔서 저희도 너무 기쁩니다! 앞으로도 많은 혜택을 드릴 수 있는 니짐내짐으로 찾아뵐게요! 앞으로도 많은 관심과 사랑부탁드려요~
388,650a5b5a392d568ecf19fcc3,dogs red,2021년 9월 2일,결국 전화문의해야하는 원점으로의 여행어플,"안녕하세요 니짐내짐입니다. 먼저 서비스이용에 불편을 드려 죄송한 마음입니다. 현재 수도권을 제외한 지역에서는 전화연결만 가능한 상황입니다. 다음번에 이용하실 때는 불편함 없도록, 빠르게 제휴센터를 늘려나가도록 하겠습니다."
389,650a5b5a392d568ecf19fcc4,Google 사용자,2020년 1월 25일,서울위주네요.. 경기도는 아직 활성화가 안되어있어요,"네!! 고객님.. 경기 지역에서도 불편함 없이 사용하실 수 있도록 빠르게 영업 진행하여 여러 운동시설들 제휴 진행하도록 하겠습니다. 현재 경기지역은 수원, 성남, 용인 지역 이용 가능하십니다. 앞으로 더 좋은 서비스로 찾아뵐 수 있도록 노력하겠습니다. 감사합니다."
390,650a5b5a392d568ecf19fcc5,Google 사용자,2019년 11월 4일,완전 좋아요 헬스장 싸게 잘 다니고있어요!,감사합니다. 더욱 좋은 서비스가 되도록 노력하겠습니다. 앞으로도 많이 이용해주세요!
391,650a5b5a392d568ecf19fcc6,Google 사용자,2019년 5월 23일,필요한 앱입니다... 유용하게 쓸 듯 하네요...^^ 이런앱이 왜 이제서야 나왔는지...,감사합니다. 앞으로도 잘 이용해주세요!ㅎㅎ
392,650a5b5a392d568ecf19fcc7,Google 사용자,2019년 5월 21일,출장갈때 이용못해서 아까워는데 이용권 양도된다니 회원권이 아깝지 않네요,
393,650a5b5a392d568ecf19fcc8,박민지,2022년 7월 4일,휴대폰인증문자 안옴 즉 되는게 없어서 앱삭제,"안녕하세요 니짐내짐입니다. 간혹, 번호입력 실수나, 외부 번호 차단 기능으로 문자가 가지 않는 경우가 있습니다. 확인 후 동일증상 발생시 니짐내짐 카카오톡 고객센터로 문의주시면 해결 도와드리도록 하겠습니다."
394,650a5b5a392d568ecf19fcc9,하공이,2021년 7월 20일,등록되있는 헬스장 찾기가 힘들어요,안녕하세요 니짐내짐입니다. 앞으로 더 많은 제휴시설로 찾아뵙도록 하겠습니다! 의견 감사드립니다
395,650a5b5a392d568ecf19fcca,이신애,2022년 2월 8일,최신 정보에 대한게 없네요.. 업뎃을 잘 안 하나봐요..,"안녕하세요 고객님 니짐내짐입니다. 최신 정보 업데이트가 늦어 불편함을 드려 죄송합니다. 간혹 센터와 소통이 늦어지는 경우, 최신 정보 업데이트가 안될 때가 있습니다. 고객님 의견 반영하여, 주기적으로 제휴 센터들의 최신 정보들을 최대한 반영할 수 있도록 노력하는 니짐내짐이 되도록 하겠습니다. 감사합니다"
396,650a5b5a392d568ecf19fccb,Google 사용자,2019년 5월 24일,헬스장 못가는날 회원권 공유하면서 운동할 수 있으니까 좋네요~,감사합니다. 헬스장 안가는 날에는 꼭 회원권 공유해주세요 ㅎㅎ
397,650a5b5a392d568ecf19fccc,Google 사용자,2019년 9월 14일,환불해 주세요 금일 결제까지 하고 찾아갔는데 영업을 안하네요 명절에는 영업을 안한다는 안내 멘트를 해놓으시던지 공지를 해놓으셨어야 하는거 아닌가요 이거 뮈 아무런 정보도 없이 찾아갔다가 손해만 보고 왔어요 기본을 좀 지키셨으면 합니다,"죄송합니다. 헬스장과 제휴 한지 얼마 되지 않아서, 일정을 조정하는데 실수가 있었던 것 같습니다. 차후, 휴일 명시를 확실히 하도록 하겠습니다. 환불 완료해드렸으며, 더 좋은 서비스를 위해 노력하도록 하겠습니다."
398,650a5b5a392d568ecf19fccd,Google 사용자,2019년 7월 16일,이거 왜 가입이안되여?ㅡㅡ 앱깔고 회원가입 눌렀는데 이미 사용중인 아이디이라고 뜨는데 아이디 쓰는 곳도 없는데 무슨아이디요? 혹시 몰라서 비밀번호 찾기 눌렀는데 가입정보 조회 없다그러고 무슨 이런 어플이 다있죠?,"안녕하세요 니짐내짐입니다. 먼저 이용하시는데 불편을 드려서 죄송합니다. 보내주신 의견을 확인해보니 네이버, 카카오, 페이스북 SNS 간편로그인 도입과정에서 오류가 일어난 것 같습니다. 휴대폰 번호와 성함을 ngng2019@naver.com으로 보내주시면 사용하실 수 있도록 조속히 처리하겠습니다."
399,650a5b5a392d568ecf19fcce,Google 사용자,2020년 2월 2일,음.. 광주광역시도 있는줄알고 가입했는데 회원탈퇴도안되서 그냥 앱삭제만합니다..ㅎㅎ 다음업데이트땐 전국구 다되어서 만나면좋겠습니다. 니짐내짐 관리자여러분 다음엔 전국구로 해주십시오 감사합니다.,"현재 서울 경기 지역을 중심으로 서비스가 운영되고 있어, 서비스 이용에 불편을 드려 죄송합니다. 빠른 시일 내에 광주에서도 사용하실 수 있도록 노력하는 니짐내짐이 되겠습니다. 응원 감사드립니다!!!"
400,650a5b5a392d568ecf19fccf,박필선,2022년 5월 17일,편리하고 한운에보여좋다,"안녕하세요! 니짐내짐입니다. 더욱더 편리하고, 유용한 서비스, 다양한 할인혜택까지 제공해드리는 니짐내짐이 되도록 노력하겠습니다. 좋은 의견 감사합니다!!"
401,650a5b5a392d568ecf19fcd0,이하나,2021년 1월 27일,할인이 많이 되서 좋아용,안녕하세요? 니짐내짐입니다. 회원님의 기쁨이 곧 니짐내짐의 기쁨입니다 ◍•ᴗ•◍ 앞으로도 저희 서비스를 기쁘게 이용하실 수 있도록 더욱 합리적인 가격과 많은 할인 혜택을 드릴 수 있는 니짐내짐으로 찾아뵐게요! 앞으로도 많은 관심과 사랑부탁드려요~ =항상 헬스장 최저가만 제공하는 니짐내짐 드림=
402,650a5b5a392d568ecf19fcd1,롸잇,2022년 5월 21일,비밀번호까먹어서 찾기하는데 SNS로 가입되었다고 SNS로그인하기 하라는데 SNS로그인 들어가면 회원가입 페이지만 뜸... 심지어 회원가입하려하면 이미 있는 휴대폰번호... 어쩌라는거?? 조치를 취해주십쇼좀... 로그인 못함 ㅠㅠ 조치받음 구우우웃!!,"안녕하세요! 니짐내짐입니다 말씀해주신 SNS 로그인 관련 상황을 해결하기 위해서는 , 가입시 입력하신 SNS 계정으로 다시 로그인 해주신 후, 니짐내짐 앱에서 로그인해주시면 됩니다. 니짐내짐 카카오채널 고객센터로 문의주시면 자세히 안내도와드리도록 하겠습니다."
